房源名称,房型面积,户型,朝向,地区,具体地址,照片地址,链接地址,月租价格
整租·金广星苑,127.00㎡,3室2厅2卫,南北,长沙县,星沙其他-金广星苑,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1623284557115555840.html,1500 元/月
整租·长沙恒大文化旅游城,146.00㎡,4室2厅2卫,南北,岳麓,岳麓其他-长沙恒大文化旅游城,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1623273980301410304.html,2000 元/月
整租·王公塘赛福尔公寓,30.00㎡,1室1厅1卫,东南,雨花,桂花村-王公塘赛福尔公寓,https://image1.ljcdn.com/rent-user-avatar/5d468c52-8fea-4b32-9c45-2087ede1364f.250x182.jpg,https://cs.lianjia.com/zufang/CS1624691392355762176.html,1359 元/月
整租·王公塘赛福尔公寓,28.00㎡,1室1厅1卫,东南,雨花,桂花村-王公塘赛福尔公寓,https://image1.ljcdn.com/rent-user-avatar/86f4ebbf-041f-4397-9daa-f7e9873782d8.250x182.jpg,https://cs.lianjia.com/zufang/CS1624708816752869376.html,1299 元/月
整租·万科魅力之城,38.00㎡,1室1厅1卫,南,雨花,武广新城-万科魅力之城,"https://image1.ljcdn.com/110000-inspection/pc1_y42CYd7y0.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623271784646180864.html,1300 元/月
整租·世嘉国际华城二期,140.80㎡,3室2厅2卫,东南,芙蓉,芙蓉区政府-世嘉国际华城二期,"https://image1.ljcdn.com/110000-inspection/pc1_SOkjHwKyG.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623272689869258752.html,3000 元/月
整租·天祥水晶湾,145.00㎡,4室2厅2卫,南,岳麓,梅溪湖北岸-天祥水晶湾,"https://image1.ljcdn.com/110000-inspection/pc1_VZVX4oS1o.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623228472736350208.html,4600 元/月
整租·东一国际,140.00㎡,1室1厅1卫,南,雨花,东塘-东一国际,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1623235060377321472.html,6000 元/月
整租·路桥社区,60.00㎡,2室1厅1卫,南北,雨花,韶山南路-路桥社区,"https://image1.ljcdn.com/110000-inspection/pc1_BPs7J2h4A.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623243389321347072.html,1200 元/月
整租·王公塘赛福尔公寓,30.00㎡,1室1厅1卫,东南,雨花,桂花村-王公塘赛福尔公寓,https://image1.ljcdn.com/rent-user-avatar/6eca3b32-a9ff-4709-b1e7-b364a5409300.250x182.jpg,https://cs.lianjia.com/zufang/CS1625086418646728704.html,1359 元/月
整租·明昇壹城,41.00㎡,1室1厅1卫,南,雨花,武广新城-明昇壹城,"https://image1.ljcdn.com/110000-inspection/pc1_LtQRqAbA1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623205721233424384.html,1600 元/月
整租·东一国际,140.00㎡,1室1厅1卫,南,雨花,东塘-东一国际,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1623234462047272960.html,6000 元/月
整租·王公塘赛福尔公寓,28.00㎡,1室1厅1卫,东南,雨花,桂花村-王公塘赛福尔公寓,https://image1.ljcdn.com/rent-user-avatar/060303b1-d21c-4e52-acfa-444a7468cb55.250x182.jpg,https://cs.lianjia.com/zufang/CS1624710142714970112.html,1299 元/月
整租·润芳园小区,170.00㎡,3室2厅2卫,南,岳麓,东方红-润芳园小区,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1623240544983449600.html,4800 元/月
整租·世纪城融江苑,95.00㎡,2室2厅1卫,南,开福,湘江世纪城-世纪城融江苑,"https://image1.ljcdn.com/110000-inspection/pc1_lVYY6aJgf.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623311608967069696.html,2300 元/月
整租·碧桂园高尔夫花园,190.00㎡,4室2厅3卫,南,望城,望城区-碧桂园高尔夫花园,"https://image1.ljcdn.com/110000-inspection/92912e2d-e534-457f-b5f8-aa3b62bf633a.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623309127415496704.html,2800 元/月
整租·广福园,100.00㎡,3室2厅2卫,南,开福,开福区政府-广福园,"https://image1.ljcdn.com/110000-inspection/pc1_pTQqCa7ci.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623522614200762368.html,2500 元/月
整租·碧桂园星荟,35.00㎡,2室1厅1卫,南,长沙县,星沙其他-碧桂园星荟,"https://image1.ljcdn.com/110000-inspection/pc1_NLUtX9SGB.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623327003765637120.html,1600 元/月
独栋·李我他精品公寓,30.00㎡,1室1厅1卫,2间在租,,,https://image1.ljcdn.com/rent-user-avatar/9162cfbc-c9a9-4cfe-a069-2172d50f85a8.250x182.jpg,https://cs.lianjia.com/apartment/48870.html,1400 元/月
独栋·李我他精品公寓,30.00㎡,1室1厅1卫,2间在租,,,https://image1.ljcdn.com/rent-user-avatar/0951871d-2222-4acb-a28b-3b09894deb4c.250x182.jpg,https://cs.lianjia.com/apartment/48870.html,1400 元/月
独栋·李我他精品公寓,30.00㎡,1室1厅1卫,2间在租,,,https://image1.ljcdn.com/rent-user-avatar/b8c381b2-a577-446a-928a-086abceb5f05.250x182.jpg,https://cs.lianjia.com/apartment/48870.html,1400 元/月
整租·万润时光里,45.00㎡,2室1厅1卫,南,天心,金盆岭-万润时光里,"https://image1.ljcdn.com/110000-inspection/pc1_DghIuHa9F.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623642803084984320.html,2000 元/月
整租·珠江东方明珠,101.95㎡,2室2厅1卫,南,望城,金星北-珠江东方明珠,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1623656241848909824.html,2500 元/月
整租·香颂国际,46.55㎡,1室1厅1卫,南,雨花,韶山南路-香颂国际,"https://image1.ljcdn.com/110000-inspection/pc1_lUWp21RPh.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623653474887532544.html,1400 元/月
整租·阳光城蜜桃园,128.50㎡,4室2厅2卫,南北,雨花,武广新城-阳光城蜜桃园,"https://image1.ljcdn.com/110000-inspection/pc1_iTqWF86oD.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623650943889309696.html,3500 元/月
整租·时代星城,150.00㎡,4室2厅2卫,南,长沙县,泉塘-时代星城,"https://image1.ljcdn.com/110000-inspection/pc1_kkAAmHrQN_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623655768446205952.html,2000 元/月
整租·锦和嘉园,142.00㎡,4室2厅2卫,南北,开福,四方坪-锦和嘉园,"https://image1.ljcdn.com/110000-inspection/pc1_UhNA4FIKN_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623629261464141824.html,4200 元/月
整租·弘坤云寓,40.00㎡,1室1厅1卫,南,开福,月湖-弘坤云寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1623625906197102592.html,2600 元/月
整租·星语林名园,43.79㎡,1室1厅1卫,南,雨花,铁道学院-星语林名园,"https://image1.ljcdn.com/110000-inspection/pc1_iFrgFA0XH.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623610052306796544.html,1400 元/月
整租·润和滨江广场,140.00㎡,4室2厅2卫,南,望城,望城区-润和滨江广场,"https://image1.ljcdn.com/110000-inspection/cf15564d6cc3dcff5b44bb4fc4f97436-097.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623618800941268992.html,800 元/月
整租·军属新村,51.00㎡,1室1厅1卫,南,雨花,东塘-军属新村,"https://image1.ljcdn.com/110000-inspection/pc1_gltZ8jM5f.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623593418674405376.html,1000 元/月
独栋·李我他精品公寓,30.00㎡,1室1厅1卫,2间在租,,,https://image1.ljcdn.com/rent-user-avatar/b1cb0b3c-eb0d-40e7-b210-bc6a6615bfd1.250x182.jpg,https://cs.lianjia.com/apartment/48870.html,1400 元/月
整租·映客龙湖璟翠公馆,42.00㎡,2室2厅1卫,南,岳麓,洋湖垸-映客龙湖璟翠公馆,"https://image1.ljcdn.com/110000-inspection/pc1_xzRtJvmD4.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623546974022139904.html,3000 元/月
独栋·李我他精品公寓,30.00㎡,1室1厅1卫,2间在租,,,https://image1.ljcdn.com/rent-user-avatar/e0b61568-0d91-4d53-aae4-56d8c2eaeb25.250x182.jpg,https://cs.lianjia.com/apartment/48870.html,1400 元/月
独栋·李我他精品公寓,30.00㎡,1室1厅1卫,2间在租,,,https://image1.ljcdn.com/rent-user-avatar/343ddeab-14ff-457c-af25-be241e6c2081.250x182.jpg,https://cs.lianjia.com/apartment/48870.html,1400 元/月
独栋·李我他精品公寓,30.00㎡,1室1厅1卫,2间在租,,,https://image1.ljcdn.com/rent-user-avatar/b45ac253-50eb-41e2-aedc-f19177d41fbe.250x182.jpg,https://cs.lianjia.com/apartment/48870.html,1400 元/月
独栋·李我他精品公寓,30.00㎡,1室1厅1卫,2间在租,,,https://image1.ljcdn.com/rent-user-avatar/207a7179-db10-4b13-8961-37bc9927e332.250x182.jpg,https://cs.lianjia.com/apartment/48870.html,1400 元/月
整租·长沙恒大文化旅游城,142.00㎡,4室2厅2卫,东南,岳麓,岳麓其他-长沙恒大文化旅游城,"https://image1.ljcdn.com/110000-inspection/c5c196ef-788a-420f-8313-7914bc3c9189.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623600006734807040.html,2000 元/月
整租·福晟翡翠湾,321.00㎡,4室2厅3卫,南北,岳麓,梅溪湖南岸-福晟翡翠湾,"https://image1.ljcdn.com/110000-inspection/pc1_MxlbzXPko.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623605803883692032.html,6000 元/月
整租·开源鑫阁,185.50㎡,4室2厅2卫,南,长沙县,开元路-开源鑫阁,"https://image1.ljcdn.com/110000-inspection/46a7f8e7-29c1-442e-ad0f-98e0bf0b6a91_1000.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623545294807367680.html,2500 元/月
整租·长燃润和悦公馆,37.50㎡,1室1厅1卫,南,望城,金星北-长燃润和悦公馆,"https://image1.ljcdn.com/110000-inspection/pc1_karDXRyWq.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623600359861649408.html,1500 元/月
合租·长燃新奥佳园,30.00㎡,5室1厅4卫,南,望城,金星北-长燃新奥佳园,"https://image1.ljcdn.com/110000-inspection/pc1_Re9d5iz1d.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623593252491886592.html,950 元/月
整租·观园国际公寓,55.00㎡,1室1厅1卫,东,开福,烈士公园-观园国际公寓,"https://image1.ljcdn.com/110000-inspection/pc1_M3EpUeYSr.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623599759774187520.html,2200 元/月
独栋·李我他精品公寓,30.00㎡,1室1厅1卫,2间在租,,,https://image1.ljcdn.com/rent-user-avatar/314b367d-78f2-4068-95e2-f44d413b1b17.250x182.jpg,https://cs.lianjia.com/apartment/48870.html,1350-1400 元/月
整租·上城星座,59.00㎡,2室1厅1卫,南,雨花,窑岭-上城星座,"https://image1.ljcdn.com/110000-inspection/pc1_VxsYJrPPv.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1623663897036718080.html,2200 元/月
独栋·李我他精品公寓,30.00㎡,1室1厅1卫,2间在租,,,https://image1.ljcdn.com/rent-user-avatar/20436acb-a63b-45f3-badd-809773c62eb0.250x182.jpg,https://cs.lianjia.com/apartment/48870.html,1350 元/月
整租·湘域城邦,141.93㎡,1室1厅1卫,东,芙蓉,浏城桥-湘域城邦,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1623919073291141120.html,26000 元/月
独栋·李我他精品公寓,30.00㎡,1室1厅1卫,2间在租,,,https://image1.ljcdn.com/rent-user-avatar/56b0d094-7ce6-4114-8618-7e3569a9e86e.250x182.jpg,https://cs.lianjia.com/apartment/48870.html,1400 元/月
整租·牛角塘小区,80.00㎡,3室2厅1卫,南,雨花,东塘-牛角塘小区,"https://image1.ljcdn.com/110000-inspection/pc1_p5lmIrlTd_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1566984255639126016.html,1600 元/月
整租·时代倾城,87.00㎡,2室2厅1卫,南,望城,金星北-时代倾城,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1567460090728939520.html,800 元/月
整租·明昇壹城,122.00㎡,3室2厅2卫,南,雨花,武广新城-明昇壹城,"https://image1.ljcdn.com/110000-inspection/pc1_ZXeelJmId.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1567858098431852544.html,2800 元/月
整租·东城港,100.00㎡,3室1厅1卫,南,雨花,武广新城-东城港,"https://image1.ljcdn.com/110000-inspection/pc1_wzSnOaGHA.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1568107643510194176.html,2900 元/月
整租·金泽园,380.00㎡,7室3厅4卫,南,望城,金星北-金泽园,"https://image1.ljcdn.com/110000-inspection/da6f5c99-26b8-4bb6-8b7b-45ae63270635.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1567827849509863424.html,4500 元/月
独栋·舒呆公寓,28.00㎡,1室0厅1卫,1间在租,,,https://image1.ljcdn.com/rent-user-avatar/a5550232-ba58-4adf-888c-fcadc4fadeef.250x182.jpg,https://cs.lianjia.com/apartment/46408.html,1280 元/月
独栋·候鸟·寓,50.00㎡,1室1厅1卫,2间在租,,,https://image1.ljcdn.com/rent-user-avatar/f18d8643-e852-4c0b-8e86-d4831e77ac3d.250x182.jpg,https://cs.lianjia.com/apartment/20915.html,1599 元/月
独栋·依家公寓,15.00㎡,1室1厅1卫,1间在租,,,https://image1.ljcdn.com/rent-user-avatar/87417744-4a5e-4d51-89c6-c936929c4b07.250x182.jpg,https://cs.lianjia.com/apartment/48311.html,1199 元/月
整租·广福园,153.00㎡,3室2厅2卫,南,开福,开福区政府-广福园,"https://image1.ljcdn.com/430100-inspection/prod-960a3ce2-2420-42fa-a8a7-3e45d9bb8328.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1567474930872745984.html,3500 元/月
独栋·舒呆公寓,26.00㎡,1室0厅1卫,1间在租,,,https://image1.ljcdn.com/rent-user-avatar/60c8b257-4b9a-417e-b5fb-9612581aa44f.250x182.jpg,https://cs.lianjia.com/apartment/38096.html,1150 元/月
整租·阳光城尚东湾,93.00㎡,3室2厅1卫,南北,雨花,武广新城-阳光城尚东湾,"https://image1.ljcdn.com/110000-inspection/pc1_p7EXTMHNl.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1567473665304428544.html,2000 元/月
独栋·依家公寓,20.00㎡,1室1厅1卫,1间在租,,,https://image1.ljcdn.com/rent-user-avatar/7c375eb1-4548-4ebe-bb48-9f4c963cdd55.250x182.jpg,https://cs.lianjia.com/apartment/48376.html,1998 元/月
整租·丰升德润,152.00㎡,4室2厅2卫,南,雨花,喜盈门-丰升德润,"https://image1.ljcdn.com/110000-inspection/pc1_VZMe0PbBQ.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1568103349553725440.html,1200 元/月
整租·世纪城鸿江苑,156.00㎡,4室2厅2卫,南北,开福,湘江世纪城-世纪城鸿江苑,"https://image1.ljcdn.com/110000-inspection/eeee257a046bc1993f531096c24452ce-002.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1568192609568948224.html,2600 元/月
独栋·舒呆公寓,30.00㎡,1室1厅1卫,1间在租,,,https://image1.ljcdn.com/rent-user-avatar/20fefccf-b297-4499-95b1-543d5b3222b9.250x182.jpg,https://cs.lianjia.com/apartment/43410.html,1098 元/月
整租·万博汇名邸二期,42.04㎡,1室0厅1卫,西北,雨花,雨花亭-万博汇名邸二期,"https://image1.ljcdn.com/110000-inspection/pc1_iaL8MeYr7_2.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1567826070843949056.html,2100 元/月
整租·金帆小区,102.49㎡,3室2厅1卫,南,开福,四方坪-金帆小区,"https://image1.ljcdn.com/110000-inspection/pc1_sZ5KkbD4L_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1567813115876212736.html,1800 元/月
整租·启迪协信中心,46.00㎡,1室1厅1卫,南,岳麓,观沙岭-启迪协信中心,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1567786740536573952.html,3000 元/月
整租·北辰三角洲奥城D3区,100.58㎡,3室2厅1卫,南,开福,北辰三角洲-北辰三角洲奥城D3区,"https://image1.ljcdn.com/110000-inspection/pc1_2tqj4H6Pq.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1567452079855763456.html,3400 元/月
整租·福天藏郡,46.54㎡,1室1厅1卫,南,天心,暮云-福天藏郡,"https://image1.ljcdn.com/110000-inspection/pc1_WpkGGPmPt.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1568188531652689920.html,1600 元/月
整租·富力十号,50.00㎡,1室1厅1卫,南,岳麓,洋湖垸-富力十号,"https://image1.ljcdn.com/110000-inspection/pc1_Rrr86YEcy.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1567861807534571520.html,2500 元/月
整租·恒大国际广场,154.00㎡,4室2厅2卫,南北,雨花,武广新城-恒大国际广场,"https://image1.ljcdn.com/110000-inspection/pc1_4RF6KQbhY.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1567814922325196800.html,4000 元/月
整租·曙光大邸,138.00㎡,4室2厅2卫,南北,雨花,左家塘-曙光大邸,"https://image1.ljcdn.com/110000-inspection/pc1_Ey50ANOhS.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1567722537096314880.html,3100 元/月
整租·香颂国际,43.00㎡,1室1厅1卫,北,雨花,韶山南路-香颂国际,"https://image1.ljcdn.com/110000-inspection/3a9a9630-a23f-498a-a7ea-f371ff885d96_1000.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1567503358720212992.html,1500 元/月
独栋·舒呆公寓,24.00㎡,1室0厅1卫,1间在租,,,https://image1.ljcdn.com/rent-user-avatar/23e13b8f-90bd-49f8-bf26-06d089e9f6d2.250x182.jpg,https://cs.lianjia.com/apartment/43410.html,960 元/月
独栋·舒呆公寓,25.00㎡,1室0厅1卫,1间在租,,,https://image1.ljcdn.com/rent-user-avatar/e0d33758-1494-4d1f-bd04-c9c14fc54827.250x182.jpg,https://cs.lianjia.com/apartment/38210.html,1080 元/月
整租·龙湖水晶郦城,89.00㎡,3室2厅1卫,南,岳麓,观沙岭-龙湖水晶郦城,"https://image1.ljcdn.com/110000-inspection/pc1_zszYIa2TP.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1568441425719197696.html,4000 元/月
合租·世纪城临江苑,18.00㎡,5室0厅3卫,东南,开福,湘江世纪城-世纪城临江苑,https://image1.ljcdn.com/rent-user-avatar/647801e1-31e9-4806-be85-3a52588c613d.250x182.jpg,https://cs.lianjia.com/zufang/CS1655080844169052160.html,599 元/月
合租·大唐印象,15.00㎡,4室0厅2卫,东南,天心,省政府-大唐印象,https://image1.ljcdn.com/rent-user-avatar/d72dd588-9d7b-4cdf-b1e3-1bfd0a292396.250x182.jpg,https://cs.lianjia.com/zufang/CS2801987662352236544.html,609 元/月
整租·阳光城檀悦,35.00㎡,1室1厅1卫,西,开福,松桂园-阳光城檀悦,"https://image1.ljcdn.com/110000-inspection/pc1_vgCb9wnZC.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1568534125898366976.html,2500 元/月
整租·鑫远湘府华城南区,82.00㎡,1室2厅1卫,西北,天心,湘府路-鑫远湘府华城南区,"https://image1.ljcdn.com/110000-inspection/e054c813997ef6456b98f1e35e759629-073.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1615162724310843392.html,2000 元/月
整租·巢之恋,86.00㎡,1室1厅1卫,西南,雨花,铁道学院-巢之恋,"https://image1.ljcdn.com/110000-inspection/pc1_ZDWl618eb_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1615162733987102720.html,2800 元/月
整租·雨花大厦,28.00㎡,1室1厅1卫,东南,雨花,东塘-雨花大厦,https://image1.ljcdn.com/rent-user-avatar/b1326f56-3f92-4ff4-825f-ac3df3fe180b.250x182.jpg,https://cs.lianjia.com/zufang/CS1602595622773325824.html,1259 元/月
